Stacja1;Stacja2;Dystans
Chrzesne;Szczytna;315,74
Chrzesne;Slawiecice;434,49
Chrzesne;Poraj;291,14
Stryszow;Lipowa Tucholska;32,77
Stryszow;Rzeszow Glowny;194,34
Stryszow;Zblewo;119,34
Stryszow;Gorzow Wielkopolski;278,24
Stryszow;Zlotniki Kujawskie;215,36
Stryszow;Lubliniec;239,67
Stryszow;Biskupice Wielkopolskie;83,73
Stryszow;Poznan Garbary;64,78
Stryszow;Kolodziejewo;32,09
Stryszow;Racibory Nowe;324,9
Stryszow;Bialystok;253,32
Stryszow;Lukow;152,02
Stryszow;Warszawa Gdanska;232,31
Stryszow;Miechow;50,16
Stryszow;Kostrzyn Kostrzyn;200,09
Stryszow;Krakow Plaszow;115,59
Stryszow;Kowalewo Pomorskie;125,09
Stryszow;Suchedniow;306,51
Stryszow;Mrozy;29,47
Stryszow;Zlocieniec;43,04
Stryszow;Michalin;395,55
Stryszow;Olsztyn Zachodni;25,76
Stryszow;Pruszkow;381,79
Stryszow;Lodz Chojny;187,8
Stryszow;Bednary;91,73
Stryszow;Puck;72,11
Stryszow;Opole Glowne;473,14
Stryszow;Kielce;199,08
Stryszow;Kornelin;147,57
Stryszow;Panki;123,11
Stryszow;Wabrzezno;20,34
Stryszow;Zbaszynek;205,41
Stryszow;Leszno;282,1
Stryszow;Bielsk Podlaski;260,01
Stryszow;Sucha Beskidzka;21,89
Stryszow;Baborowko;435,61
Stryszow;Smolec;41,93
Stryszow;Wloclawek;479,77
Stryszow;Sierakow Slaski;320,85
Stryszow;Poznan Wola;238,46
Stryszow;Kotlin;11,16
Stryszow;Pobiedziska;93,42
Stryszow;Zbaszyn;430,59
Stryszow;Wydminy;49,64
Stryszow;Balinka;155,22
Stryszow;Sochaczew;253,04
Stryszow;Zajezierze Kolo;180,0
Stryszow;Tluszcz;434,66
Stryszow;Rybnik;237,39
Stryszow;Jastrzebna;154,26
Stryszow;Siedlce;259,49
Stryszow;Ilowiec;184,3
Stryszow;Lobez;310,68
Stryszow;Bialy Bor;270,57
Stryszow;Mokra Mokra;173,31
Stryszow;Silno;96,9
Stryszow;Bytom Odrzanski;206,9
Stryszow;Szydlow;26,83
Stryszow;Blonie;13,38
Stryszow;Jezewo;491,42
Stryszow;Wierzchucin;180,83
Stryszow;Wilkoszewice;175,64
Stryszow;Swarzedz;24,52
Stryszow;Lowczowek Plesna;46,4
Stryszow;Bielsko-Biala Glowna;266,53
Stryszow;Trzcianka;58,28
Stryszow;Kuznica Bialostocka;129,82
Stryszow;Slawno;74,19
Stryszow;Gliwice;114,73
Stryszow;Jedrzejow;88,09
Stryszow;Grzmiaca;420,14
Stryszow;Strzalkowo;302,36
Stryszow;Miedzylesie;225,15
Stryszow;Piastow;359,59
Stryszow;Czerwiensk;434,59
Stryszow;Miedzyzdroje;7,62
Stryszow;Wrzesnia;96,12
Stryszow;Lipka Krajenska;136,61
Stryszow;Knyszyn;408,76
Stryszow;Sroda Wielkopolska;229,22
Stryszow;Jelenia Gora;62,04
Stryszow;Krzeszowice;474,92
Stryszow;Dabrowa Gornicza;499,61
Stryszow;Milik;340,63
Stryszow;Strykow;439,5
Stryszow;Jarocin;18,01
Stryszow;Olesno Slaskie;93,44
Stryszow;Zegiestow Zdroj;485,23
Stryszow;Kamien Pomorski;345,14
Stryszow;Dobieszyn;319,94
Stryszow;Bardo Slaskie;315,45
Stryszow;Bialogard;129,14
Stryszow;Budachow;64,1
Stryszow;Bialosliwie;496,0
Stryszow;Dobiegniew;52,23
Stryszow;Maksymilianowo;147,95
Stryszow;Biala Podlaska;454,11
Stryszow;Siemiatycze;463,26
Stryszow;Naleczow;222,07
Stryszow;Zebrzydowice;415,29
Stryszow;Sztum;462,72
Stryszow;Przeworsk;239,8
Stryszow;Kutno;24,92
Stryszow;Kolo;424,66
Stryszow;Warszawa Wlochy;98,09
Stryszow;Babimost;79,46
Stryszow;Warszawa Stadion;464,19
Stryszow;Sieradz;430,55
Stryszow;Nowy Sacz;358,13
Stryszow;Elblag;234,68
Stryszow;Wrzosow;426,47
Stryszow;Korsze;149,72
Stryszow;Jaroslaw;157,66
Stryszow;Siechnice;207,28
Stryszow;Warszawa Powisle;71,12
Stryszow;Podborsko;6,37
Stryszow;Warszawa Miedzylesie;179,95
Stryszow;Pelplin;228,55
Stryszow;Mlodow;96,01
Stryszow;Krasiejow;202,63
Stryszow;Kowalow;413,0
Stryszow;Sosnowiec Glowny;5,85
Stryszow;Rytro;30,66
Stryszow;Lugi Gorzyckie;276,18
Stryszow;Gadkow Wielki;426,94
Stryszow;Anieliny;89,81
Stryszow;Laskarzew Przystanek;467,32
Stryszow;Minsk Mazowiecki;174,51
Stryszow;Pilawa;221,43
Stryszow;Lipno Nowe;398,63
Stryszow;Potegowo;430,28
Stryszow;Pierzyska;21,01
Stryszow;Mogilno;49,51
Stryszow;Stare Bojanowo;297,32
Stryszow;Gniezno;392,81
Stryszow;Krakow Swoszowice;366,03
Stryszow;Pleszew;216,89
Stryszow;Kielpino Kartuskie;100,57
Stryszow;Barcice;348,38
Stryszow;Zabkowice Slaskie;228,76
Stryszow;Kolobrzeg;161,19
Stryszow;Przywory Opolskie;484,62
Stryszow;Wierchomla Wielka;414,72
Stryszow;Gdansk Wrzeszcz;93,18
Stryszow;Skierniewice;66,9
Stryszow;Steszew;300,5
Stryszow;Czarna Tarnowska;268,47
Stryszow;Przetycz Stare;256,2
Stryszow;Debe Wielkie;381,14
Stryszow;Grupa;432,3
Stryszow;Wieliczka Park;297,03
Stryszow;Jawor;206,28
Stryszow;Katowice Ligota;73,81
Stryszow;Lomnica-Zdroj;140,19
Stryszow;Jozefow;37,35
Stryszow;Kobylnica;246,3
Stryszow;Piwniczna;50,57
Stryszow;Gryfice;403,52
Stryszow;Slupsk;321,56
Stryszow;Oswiecim;329,41
Stryszow;Gdansk Glowny;204,38
Stryszow;Oborniki Slaskie;90,42
Stryszow;Budzyn;496,23
Stryszow;Rybnik Paruszowiec;108,04
Stryszow;Wroclaw Lesnica;464,93
Stryszow;Wroclaw Brochow;6,24
Stryszow;Gluszyca;258,15
Stryszow;Torun Wschodni;338,89
Stryszow;Stare Pole;273,1
Stryszow;Jastarnia;499,78
Stryszow;Warszawa Wilenska;320,82
Stryszow;Miedzyborow;87,24
Stryszow;Pabianice;449,98
Stryszow;Zarow;50,72
Stryszow;Leba;170,68
Stryszow;Pobiedziska Letnisko;93,24
Stryszow;Biadoliny;220,96
Stryszow;Andrychow;342,17
Stryszow;Rosochatka;199,64
Stryszow;Rumia;437,78
Stryszow;Rawicz;272,6
Stryszow;Zielona Gora Glowna;331,09
Stryszow;Czerwonka;46,07
Stryszow;Chorzow Batory;380,71
Stryszow;Puszczykowko;483,7
Stryszow;Strzebielino Morskie;318,91
Stryszow;Warka;243,06
Stryszow;Malowice Wolowskie;486,37
Stryszow;Pruszcz Gdanski;214,32
Stryszow;Chocicza;445,93
Stryszow;Czarna Bialostocka;342,89
Stryszow;Podlasek;360,29
Stryszow;Baby;89,51
Stryszow;Radziwillow Mazowiecki;71,81
Stryszow;Krasnik;28,48
Stryszow;Lutol Suchy;342,31
Stryszow;Zabki;430,79
Stryszow;Radomsko;301,96
Stryszow;Wroclaw Zachodni;285,73
Stryszow;Jastrzab;444,59
Stryszow;Glogowek;226,97
Stryszow;Miasteczko Krajenskie;381,83
Stryszow;Scinawa;77,63
Stryszow;Osie;499,69
Stryszow;Dobczyn;98,35
Stryszow;Pepowo;332,71
Stryszow;Pomiechowek;455,54
Stryszow;Twarda Gora;244,79
Stryszow;Gdynia Chylonia;441,72
Stryszow;Strzelce Opolskie;71,7
Stryszow;Oborzyska Stare;213,88
Stryszow;Gronowo Elblaskie;299,94
Stryszow;Celestynow;236,29
Stryszow;Kedzierzyn-Kozle;42,42
Stryszow;Bierzwnik;482,84
Stryszow;Luzino;27,89
Stryszow;Opole Groszowice;252,75
Stryszow;Gdynia Glowna;139,62
Stryszow;Starczow;279,14
Stryszow;Glowno;324,83
Stryszow;Belchow;433,87
Stryszow;Kostrzyn Wielkopolski;300,69
Stryszow;Dziewule;460,79
Stryszow;Wroclaw Osobowice;380,55
Stryszow;Godetowo;15,91
Stryszow;Sedziszow Malopolski;343,32
Stryszow;Radom Glowny;82,78
Stryszow;Ostrzeszow;236,99
Stryszow;Swiebodzice;492,07
Stryszow;Swinoujscie;394,37
Stryszow;Wierzchowo Czluchowskie;173,57
Stryszow;Deblin;14,19
Stryszow;Nowa Wies Wielka;126,11
Stryszow;Ruda Slaska;28,22
Stryszow;Skorzewo;13,06
Stryszow;Gorzanow;377,81
Stryszow;Stara Lubianka;233,9
Stryszow;Grabow Pilica;11,15
Stryszow;Lezajsk;249,9
Stryszow;Lodz Widzew;125,6
Stryszow;Swieta Katarzyna;181,03
Stryszow;Cekcyn;155,74
Stryszow;Zyrardow;167,16
Stryszow;Smetowo Smetowo;333,75
Stryszow;Okonek;109,03
Stryszow;Olesnica;169,88
Stryszow;Domaszkow;457,44
Stryszow;Morzeszczyn;284,95
Stryszow;Dziembowko;456,34
Stryszow;Czestochowa Stradom;89,24
Stryszow;Chojnow;256,37
Stryszow;Sulkowice;198,43
Stryszow;Wroclaw Psie;381,08
Stryszow;Rogow;64,38
Stryszow;Boleszkowice;376,31
Stryszow;Paslek;152,34
Stryszow;Runowo Pomorskie;45,61
Stryszow;Ruda Wielka;413,42
Stryszow;Pulawy Miasto;90,0
Stryszow;Plociczno Suwalk;22,19
Stryszow;Sedzislaw;17,63
Stryszow;Prabuty;42,52
Stryszow;Czaplinek;284,51
Stryszow;Kundzin;368,36
Stryszow;Tarnow;134,29
Stryszow;Zielonczyn;90,78
Stryszow;Stronie;72,33
Stryszow;Bincze;487,76
Stryszow;Kluczbork;434,77
Stryszow;Kolumna;315,14
Stryszow;Czempin;91,75
Stryszow;Strzelce Krajenskie Wschod;46,8
Stryszow;Katowice;417,99
Stryszow;Nowe Drezdenko;207,82
Stryszow;Rokietnica;82,4
Stryszow;Terespol;28,81
Stryszow;Gniewkowo;437,26
Stryszow;Olawa;450,53
Stryszow;Zgierz;362,89
Stryszow;Bukowo;341,92
Stryszow;Ozarow Mazowiecki Ozarow;142,58
Stryszow;Suwalki;29,33
Stryszow;Zagan;287,51
Stryszow;Zywiec;464,02
Stryszow;Slonice;158,69
Stryszow;Rytel;150,05
Stryszow;Gizycko;175,14
Stryszow;Stalowa Wola Rozwadow;155,58
Stryszow;Warszawa WKD;306,25
Stryszow;Bialystok Bacieczki;232,13
Stryszow;Chodziez;311,93
Stryszow;Wloszczowa;481,67
Stryszow;Torun Miasto;356,73
Stryszow;Otwock;187,11
Stryszow;Greboszow;206,17
Stryszow;Gdansk Oliwa;168,15
Stryszow;Luban Slaski;474,58
Stryszow;Rybnik Niedobczyce;475,19
Stryszow;Smardzow Wroclawski;174,48
Stryszow;Swidnik Miasto;207,39
Stryszow;Tarnowskie Gory;439,04
Stryszow;Elk;457,15
Stryszow;Koszalin;319,81
Stryszow;Warszawa Ursus;417,32
Stryszow;Sopot;197,72
Stryszow;Nieszawa Waganiec;156,56
Stryszow;Kanie;227,15
Stryszow;Kalisz Kaszubski;34,15
Stryszow;Garwolin;158,14
Stryszow;Paledzie;440,14
Stryszow;Zubrzyk;298,18
Stryszow;Szczytna;241,04
Stryszow;Slawiecice;319,35
Stryszow;Poraj;56,73
Lipowa Tucholska;Rzeszow Glowny;246,29
Lipowa Tucholska;Zblewo;23,98
Lipowa Tucholska;Gorzow Wielkopolski;336,85
Lipowa Tucholska;Zlotniki Kujawskie;186,58
Lipowa Tucholska;Lubliniec;260,45
Lipowa Tucholska;Biskupice Wielkopolskie;121,36
Lipowa Tucholska;Poznan Garbary;147,1
Lipowa Tucholska;Kolodziejewo;177,4
Lipowa Tucholska;Racibory Nowe;113,49
Lipowa Tucholska;Bialystok;319,78
Lipowa Tucholska;Lukow;235,03
Lipowa Tucholska;Warszawa Gdanska;52,3
Lipowa Tucholska;Miechow;271,8
Lipowa Tucholska;Kostrzyn Kostrzyn;185,16
Lipowa Tucholska;Krakow Plaszow;12,28
Lipowa Tucholska;Kowalewo Pomorskie;107,31
Lipowa Tucholska;Suchedniow;209,25
Lipowa Tucholska;Mrozy;98,06
Lipowa Tucholska;Zlocieniec;310,57
Lipowa Tucholska;Michalin;96,46
Lipowa Tucholska;Olsztyn Zachodni;348,68
Lipowa Tucholska;Pruszkow;382,74
Lipowa Tucholska;Lodz Chojny;479,78
Lipowa Tucholska;Bednary;305,4
Lipowa Tucholska;Puck;347,26
Lipowa Tucholska;Opole Glowne;448,99
Lipowa Tucholska;Kielce;307,56
Lipowa Tucholska;Kornelin;39,43
Lipowa Tucholska;Panki;440,24
Lipowa Tucholska;Wabrzezno;461,85
Lipowa Tucholska;Zbaszynek;96,2
Lipowa Tucholska;Leszno;476,47
Lipowa Tucholska;Bielsk Podlaski;101,59
Lipowa Tucholska;Sucha Beskidzka;420,49
Lipowa Tucholska;Baborowko;237,84
Lipowa Tucholska;Smolec;8,88
Lipowa Tucholska;Wloclawek;235,47
Lipowa Tucholska;Sierakow Slaski;166,55
Lipowa Tucholska;Poznan Wola;498,84
Lipowa Tucholska;Kotlin;231,27
Lipowa Tucholska;Pobiedziska;174,21
Lipowa Tucholska;Zbaszyn;79,08
Lipowa Tucholska;Wydminy;36,58
Lipowa Tucholska;Balinka;113,26
Lipowa Tucholska;Sochaczew;467,48
Lipowa Tucholska;Zajezierze Kolo;308,05
Lipowa Tucholska;Tluszcz;351,01
Lipowa Tucholska;Rybnik;427,85
Lipowa Tucholska;Jastrzebna;83,69
Lipowa Tucholska;Siedlce;96,56
Lipowa Tucholska;Ilowiec;195,51
Lipowa Tucholska;Lobez;40,47
Lipowa Tucholska;Bialy Bor;356,13
Lipowa Tucholska;Mokra Mokra;74,43
Lipowa Tucholska;Silno;82,52
Lipowa Tucholska;Bytom Odrzanski;425,29
Lipowa Tucholska;Szydlow;492,56
Lipowa Tucholska;Blonie;327,1
Lipowa Tucholska;Jezewo;389,57
Lipowa Tucholska;Wierzchucin;462,27
Lipowa Tucholska;Wilkoszewice;407,34
Lipowa Tucholska;Swarzedz;286,2
Lipowa Tucholska;Lowczowek Plesna;301,77
Lipowa Tucholska;Bielsko-Biala Glowna;355,02
Lipowa Tucholska;Trzcianka;152,2
Lipowa Tucholska;Kuznica Bialostocka;135,2
Lipowa Tucholska;Slawno;88,15
Lipowa Tucholska;Gliwice;459,24
Lipowa Tucholska;Jedrzejow;474,17
Lipowa Tucholska;Grzmiaca;100,53
Lipowa Tucholska;Strzalkowo;428,93
Lipowa Tucholska;Miedzylesie;8,26
Lipowa Tucholska;Piastow;69,97
Lipowa Tucholska;Czerwiensk;415,96
Lipowa Tucholska;Miedzyzdroje;267,21
Lipowa Tucholska;Wrzesnia;175,43
Lipowa Tucholska;Lipka Krajenska;368,49
Lipowa Tucholska;Knyszyn;35,56
Lipowa Tucholska;Sroda Wielkopolska;368,87
Lipowa Tucholska;Jelenia Gora;17,77
Lipowa Tucholska;Krzeszowice;108,43
Lipowa Tucholska;Dabrowa Gornicza;300,37
Lipowa Tucholska;Milik;468,13
Lipowa Tucholska;Strykow;354,32
Lipowa Tucholska;Jarocin;256,35
Lipowa Tucholska;Olesno Slaskie;54,91
Lipowa Tucholska;Zegiestow Zdroj;104,56
Lipowa Tucholska;Kamien Pomorski;160,16
Lipowa Tucholska;Dobieszyn;421,93
Lipowa Tucholska;Bardo Slaskie;86,97
Lipowa Tucholska;Bialogard;170,22
Lipowa Tucholska;Budachow;213,2
Lipowa Tucholska;Bialosliwie;141,36
Lipowa Tucholska;Dobiegniew;206,85
Lipowa Tucholska;Maksymilianowo;492,42
Lipowa Tucholska;Biala Podlaska;77,24
Lipowa Tucholska;Siemiatycze;304,61
Lipowa Tucholska;Naleczow;192,12
Lipowa Tucholska;Zebrzydowice;270,61
Lipowa Tucholska;Sztum;147,29
Lipowa Tucholska;Przeworsk;82,84
Lipowa Tucholska;Kutno;411,56
Lipowa Tucholska;Kolo;155,4
Lipowa Tucholska;Warszawa Wlochy;134,55
Lipowa Tucholska;Babimost;356,9
Lipowa Tucholska;Warszawa Stadion;137,6
Lipowa Tucholska;Sieradz;344,62
Lipowa Tucholska;Nowy Sacz;220,63
Lipowa Tucholska;Elblag;151,83
Lipowa Tucholska;Wrzosow;409,79
Lipowa Tucholska;Korsze;134,48
Lipowa Tucholska;Jaroslaw;266,06
Lipowa Tucholska;Siechnice;150,72
Lipowa Tucholska;Warszawa Powisle;44,67
Lipowa Tucholska;Podborsko;247,62
Lipowa Tucholska;Warszawa Miedzylesie;98,05
Lipowa Tucholska;Pelplin;239,23
Lipowa Tucholska;Mlodow;408,26
Lipowa Tucholska;Krasiejow;295,58
Lipowa Tucholska;Kowalow;12,7
Lipowa Tucholska;Sosnowiec Glowny;157,44
Lipowa Tucholska;Rytro;208,75
Lipowa Tucholska;Lugi Gorzyckie;86,09
Lipowa Tucholska;Gadkow Wielki;68,5
Lipowa Tucholska;Anieliny;398,52
Lipowa Tucholska;Laskarzew Przystanek;476,35
Lipowa Tucholska;Minsk Mazowiecki;76,66
Lipowa Tucholska;Pilawa;100,92
Lipowa Tucholska;Lipno Nowe;132,18
Lipowa Tucholska;Potegowo;277,23
Lipowa Tucholska;Pierzyska;336,34
Lipowa Tucholska;Mogilno;289,36
Lipowa Tucholska;Stare Bojanowo;69,97
Lipowa Tucholska;Gniezno;266,33
Lipowa Tucholska;Krakow Swoszowice;127,15
Lipowa Tucholska;Pleszew;275,64
Lipowa Tucholska;Kielpino Kartuskie;169,2
Lipowa Tucholska;Barcice;78,28
Lipowa Tucholska;Zabkowice Slaskie;377,84
Lipowa Tucholska;Kolobrzeg;419,66
Lipowa Tucholska;Przywory Opolskie;243,18
Lipowa Tucholska;Wierchomla Wielka;408,52
Lipowa Tucholska;Gdansk Wrzeszcz;168,07
Lipowa Tucholska;Skierniewice;17,06
Lipowa Tucholska;Steszew;402,78
Lipowa Tucholska;Czarna Tarnowska;384,69
Lipowa Tucholska;Przetycz Stare;366,37
Lipowa Tucholska;Debe Wielkie;262,93
Lipowa Tucholska;Grupa;498,47
Lipowa Tucholska;Wieliczka Park;81,01
Lipowa Tucholska;Jawor;319,04
Lipowa Tucholska;Katowice Ligota;368,83
Lipowa Tucholska;Lomnica-Zdroj;30,63
Lipowa Tucholska;Jozefow;215,2
Lipowa Tucholska;Kobylnica;96,28
Lipowa Tucholska;Piwniczna;425,7
Lipowa Tucholska;Gryfice;257,47
Lipowa Tucholska;Slupsk;318,89
Lipowa Tucholska;Oswiecim;472,44
Lipowa Tucholska;Gdansk Glowny;171,43
Lipowa Tucholska;Oborniki Slaskie;443,1
Lipowa Tucholska;Budzyn;436,02
Lipowa Tucholska;Rybnik Paruszowiec;35,93
Lipowa Tucholska;Wroclaw Lesnica;280,4
Lipowa Tucholska;Wroclaw Brochow;141,53
Lipowa Tucholska;Gluszyca;457,47
Lipowa Tucholska;Torun Wschodni;25,96
Lipowa Tucholska;Stare Pole;197,85
Lipowa Tucholska;Jastarnia;499,49
Lipowa Tucholska;Warszawa Wilenska;146,59
Lipowa Tucholska;Miedzyborow;485,93
Lipowa Tucholska;Pabianice;388,25
Lipowa Tucholska;Zarow;346,41
Lipowa Tucholska;Leba;99,17
Lipowa Tucholska;Pobiedziska Letnisko;34,52
Lipowa Tucholska;Biadoliny;333,05
Lipowa Tucholska;Andrychow;407,23
Lipowa Tucholska;Rosochatka;421,59
Lipowa Tucholska;Rumia;333,0
Lipowa Tucholska;Rawicz;46,2
Lipowa Tucholska;Zielona Gora Glowna;288,51
Lipowa Tucholska;Czerwonka;359,32
Lipowa Tucholska;Chorzow Batory;470,72
Lipowa Tucholska;Puszczykowko;225,3
Lipowa Tucholska;Strzebielino Morskie;449,0
Lipowa Tucholska;Warka;438,71
Lipowa Tucholska;Malowice Wolowskie;62,89
Lipowa Tucholska;Pruszcz Gdanski;383,44
Lipowa Tucholska;Chocicza;154,39
Lipowa Tucholska;Czarna Bialostocka;186,65
Lipowa Tucholska;Podlasek;80,85
Lipowa Tucholska;Baby;272,85
Lipowa Tucholska;Radziwillow Mazowiecki;100,85
Lipowa Tucholska;Krasnik;293,12
Lipowa Tucholska;Lutol Suchy;392,89
Lipowa Tucholska;Zabki;203,62
Lipowa Tucholska;Radomsko;449,51
Lipowa Tucholska;Wroclaw Zachodni;6,55
Lipowa Tucholska;Jastrzab;446,48
Lipowa Tucholska;Glogowek;165,2
Lipowa Tucholska;Miasteczko Krajenskie;251,21
Lipowa Tucholska;Scinawa;311,33
Lipowa Tucholska;Osie;296,33
Lipowa Tucholska;Dobczyn;181,83
Lipowa Tucholska;Pepowo;375,02
Lipowa Tucholska;Pomiechowek;188,24
Lipowa Tucholska;Twarda Gora;484,37
Lipowa Tucholska;Gdynia Chylonia;205,44
Lipowa Tucholska;Strzelce Opolskie;240,08
Lipowa Tucholska;Oborzyska Stare;463,82
Lipowa Tucholska;Gronowo Elblaskie;369,88
Lipowa Tucholska;Celestynow;169,97
Lipowa Tucholska;Kedzierzyn-Kozle;112,93
Lipowa Tucholska;Bierzwnik;111,83
Lipowa Tucholska;Luzino;161,98
Lipowa Tucholska;Opole Groszowice;253,13
Lipowa Tucholska;Gdynia Glowna;297,08
Lipowa Tucholska;Starczow;283,94
Lipowa Tucholska;Glowno;246,54
Lipowa Tucholska;Belchow;360,6
Lipowa Tucholska;Kostrzyn Wielkopolski;157,21
Lipowa Tucholska;Dziewule;22,77
Lipowa Tucholska;Wroclaw Osobowice;133,84
Lipowa Tucholska;Godetowo;20,3
Lipowa Tucholska;Sedziszow Malopolski;42,82
Lipowa Tucholska;Radom Glowny;321,23
Lipowa Tucholska;Ostrzeszow;274,53
Lipowa Tucholska;Swiebodzice;310,96
Lipowa Tucholska;Swinoujscie;52,18
Lipowa Tucholska;Wierzchowo Czluchowskie;155,59
Lipowa Tucholska;Deblin;434,59
Lipowa Tucholska;Nowa Wies Wielka;459,02
Lipowa Tucholska;Ruda Slaska;482,96
Lipowa Tucholska;Skorzewo;447,11
Lipowa Tucholska;Gorzanow;252,34
Lipowa Tucholska;Stara Lubianka;48,1
Lipowa Tucholska;Grabow Pilica;491,28
Lipowa Tucholska;Lezajsk;361,29
Lipowa Tucholska;Lodz Widzew;258,51
Lipowa Tucholska;Swieta Katarzyna;84,89
Lipowa Tucholska;Cekcyn;354,76
Lipowa Tucholska;Zyrardow;148,76
Lipowa Tucholska;Smetowo Smetowo;466,12
Lipowa Tucholska;Okonek;327,0
Lipowa Tucholska;Olesnica;426,86
Lipowa Tucholska;Domaszkow;189,1
Lipowa Tucholska;Morzeszczyn;308,77
Lipowa Tucholska;Dziembowko;90,33
Lipowa Tucholska;Czestochowa Stradom;359,44
Lipowa Tucholska;Chojnow;319,68
Lipowa Tucholska;Sulkowice;470,7
Lipowa Tucholska;Wroclaw Psie;434,76
Lipowa Tucholska;Rogow;309,94
Lipowa Tucholska;Boleszkowice;233,53
Lipowa Tucholska;Paslek;81,04
Lipowa Tucholska;Runowo Pomorskie;59,58
Lipowa Tucholska;Ruda Wielka;368,86
Lipowa Tucholska;Pulawy Miasto;100,35
Lipowa Tucholska;Plociczno Suwalk;483,76
Lipowa Tucholska;Sedzislaw;475,11
Lipowa Tucholska;Prabuty;107,0
Lipowa Tucholska;Czaplinek;404,7
Lipowa Tucholska;Kundzin;165,13
Lipowa Tucholska;Tarnow;11,07
Lipowa Tucholska;Zielonczyn;246,34
Lipowa Tucholska;Stronie;123,14
Lipowa Tucholska;Bincze;33,48
Lipowa Tucholska;Kluczbork;258,8
Lipowa Tucholska;Kolumna;429,27
Lipowa Tucholska;Czempin;276,23
Lipowa Tucholska;Strzelce Krajenskie Wschod;125,07
Lipowa Tucholska;Katowice;11,63
Lipowa Tucholska;Nowe Drezdenko;480,55
Lipowa Tucholska;Rokietnica;221,76
Lipowa Tucholska;Terespol;208,73
Lipowa Tucholska;Gniewkowo;109,01
Lipowa Tucholska;Olawa;152,16
Lipowa Tucholska;Zgierz;407,99
Lipowa Tucholska;Bukowo;170,36
Lipowa Tucholska;Ozarow Mazowiecki Ozarow;258,86
Lipowa Tucholska;Suwalki;118,78
Lipowa Tucholska;Zagan;140,25
Lipowa Tucholska;Zywiec;370,14
Lipowa Tucholska;Slonice;478,93
Lipowa Tucholska;Rytel;213,97
Lipowa Tucholska;Gizycko;11,59
Lipowa Tucholska;Stalowa Wola Rozwadow;496,08
Lipowa Tucholska;Warszawa WKD;155,3
Lipowa Tucholska;Bialystok Bacieczki;368,91
Lipowa Tucholska;Chodziez;357,03
Lipowa Tucholska;Wloszczowa;465,15
Lipowa Tucholska;Torun Miasto;147,0
Lipowa Tucholska;Otwock;295,57
Lipowa Tucholska;Greboszow;282,34
Lipowa Tucholska;Gdansk Oliwa;347,8
Lipowa Tucholska;Luban Slaski;317,43
Lipowa Tucholska;Rybnik Niedobczyce;132,74
Lipowa Tucholska;Smardzow Wroclawski;80,99
Lipowa Tucholska;Swidnik Miasto;224,82
Lipowa Tucholska;Tarnowskie Gory;44,84
Lipowa Tucholska;Elk;389,12
Lipowa Tucholska;Koszalin;481,12
Lipowa Tucholska;Warszawa Ursus;441,22
Lipowa Tucholska;Sopot;135,12
Lipowa Tucholska;Nieszawa Waganiec;79,72
Lipowa Tucholska;Kanie;497,6
Lipowa Tucholska;Kalisz Kaszubski;386,66
Lipowa Tucholska;Garwolin;423,18
Lipowa Tucholska;Paledzie;250,16
Lipowa Tucholska;Zubrzyk;68,02
Lipowa Tucholska;Szczytna;470,19
Lipowa Tucholska;Slawiecice;490,01
Lipowa Tucholska;Poraj;63,77
Rzeszow Glowny;Zblewo;308,29
Rzeszow Glowny;Gorzow Wielkopolski;406,15
Rzeszow Glowny;Zlotniki Kujawskie;132,4
Rzeszow Glowny;Lubliniec;226,1
Rzeszow Glowny;Biskupice Wielkopolskie;417,01
Rzeszow Glowny;Poznan Garbary;324,84
Rzeszow Glowny;Kolodziejewo;376,24
Rzeszow Glowny;Racibory Nowe;405,56
Rzeszow Glowny;Bialystok;121,03
Rzeszow Glowny;Lukow;460,94
Rzeszow Glowny;Warszawa Gdanska;312,48
Rzeszow Glowny;Miechow;433,37
Rzeszow Glowny;Kostrzyn Kostrzyn;175,93
Rzeszow Glowny;Krakow Plaszow;330,54
Rzeszow Glowny;Kowalewo Pomorskie;69,67
Rzeszow Glowny;Suchedniow;41,04
Rzeszow Glowny;Mrozy;441,46
Rzeszow Glowny;Zlocieniec;375,41
Rzeszow Glowny;Michalin;263,35
Rzeszow Glowny;Olsztyn Zachodni;300,43
Rzeszow Glowny;Pruszkow;90,98
Rzeszow Glowny;Lodz Chojny;417,37
Rzeszow Glowny;Bednary;460,99
Rzeszow Glowny;Puck;78,8
Rzeszow Glowny;Opole Glowne;216,76
Rzeszow Glowny;Kielce;493,34
Rzeszow Glowny;Kornelin;434,16
Rzeszow Glowny;Panki;8,61
Rzeszow Glowny;Wabrzezno;475,9
Rzeszow Glowny;Zbaszynek;409,07
Rzeszow Glowny;Leszno;276,0
Rzeszow Glowny;Bielsk Podlaski;321,2
Rzeszow Glowny;Sucha Beskidzka;497,23
Rzeszow Glowny;Baborowko;199,84
Rzeszow Glowny;Smolec;383,47
Rzeszow Glowny;Wloclawek;34,91
Rzeszow Glowny;Sierakow Slaski;323,76
Rzeszow Glowny;Poznan Wola;344,74
Rzeszow Glowny;Kotlin;147,2
Rzeszow Glowny;Pobiedziska;379,18
Rzeszow Glowny;Zbaszyn;117,06
Rzeszow Glowny;Wydminy;304,55
Rzeszow Glowny;Balinka;464,35
Rzeszow Glowny;Sochaczew;86,77
Rzeszow Glowny;Zajezierze Kolo;331,14
